eigenvector_idx,nearest_molecule_idx,distance,explained_variance_ratio,cumulative_variance_ratio,smiles
140,711380,1.314405165481682,0.0009369455575203496,0.8967514770995735,CC1(C)C(C(=O)NCCC2CN(Cc3c[nH]cn3)CCO2)C1(C)C
141,521492,1.3348765341538864,0.0009259569117017226,0.8976774340112752,Fc1cccc(c1)C1(CNC(=O)N2CCC3(CCOC3)C2)CC1
142,14343,1.3450908527522016,0.0009039102496600747,0.8985813442609353,COC(=O)Nc1nc(CCO)cs1
143,3230,1.33990518497627,0.0009005637485413005,0.8994819080094766,CN(C)CC1CSSC1
144,242,1.3324377705317183,0.0008792284065156711,0.9003611364159922,BrCC=C
145,296453,1.3155634647950831,0.0008760141996164138,0.9012371506156086,COCCN1CCC2(CCC(=O)N2Cc2csc(C)n2)CC1
146,5616,1.3045411338609172,0.0008706058435050852,0.9021077564591137,CC1COCCN1C(S)=S
147,9684,1.326427254064565,0.0008579732519609399,0.9029657297110746,OC(=O)Cc1[nH]cnc1I
148,155,1.3490468879028168,0.0008486256044046073,0.9038143553154792,O=C=O
149,232,1.3074921696034072,0.0008385799546597633,0.9046529352701389,OC=CC=O
150,6154,1.3440576925423782,0.0008365659766422698,0.9054895012467812,Cc1nn(C)cc1C=NO
151,6631,1.3524622220028324,0.0008218925517347715,0.906311393798516,CCCC(CC=C)C(=O)OC
152,16483,1.3483952741503653,0.0008169210837098602,0.9071283148822259,CCCCc1nc(C)oc1C(C)C
153,1270,1.3320209659106592,0.0008057883341326509,0.9079341032163586,Clc1cnccn1
154,290801,1.3452656145652893,0.0007952046386554553,0.908729307855014,Cc1cc(sc1C)C(=O)NC1CN(CCO)CC1C1CC1
155,722714,1.32802958834037,0.0007851301966319452,0.909514438051646,Cc1cccc2sc(NC(=O)CN3CCCC4(CNC(=O)O4)CC3)nc12
156,148,1.3513997769916517,0.0007785414085404701,0.9102929794601865,C1CO1
157,85999,1.3201378112933637,0.0007741635229215891,0.9110671429831081,OCC1(CO)CC2(C1)CC(CO)(CO)C2
158,361704,1.3354779521499562,0.000759438145461364,0.9118265811285694,CCNc1n[n+]([O-])c2cc(F)ccc2[n+]1[O-]
159,545477,1.3162215627329639,0.0007535087198180917,0.9125800898483875,CCCCC(NC(=O)OC(C)(C)C)C(=O)C(=O)NCc1cccs1
160,910542,1.321271245735068,0.0007367128226542293,0.9133168026710416,Cc1cc(C(=O)Nc2ccc3nc(NC(=O)C4CCCCC4)sc3c2)c(C)n1C
161,1750,1.342788456799606,0.0007290119430989248,0.9140458146141406,COCOCCC#CCO
162,13507,1.3622085272835998,0.0007281001539640672,0.9147739147681047,OC(COc1ccccc1)CC#N
163,765238,1.3438393699907571,0.0007251786634046614,0.9154990934315094,COc1cccc(C(=O)OCC(=O)N2CCC(Cc3ccccc3)CC2)c1OC
164,265102,1.3089321144077473,0.0007117714475495797,0.9162108648790589,CN(Cc1ccccc1)CC(C)(C)NC(=O)c1cnns1
165,94,1.3563341455051363,0.0007058130737960146,0.9169166779528549,CSCCO
